total questions,correct questions,Performance,Job Profile Name,correctness
2,8,can't predict,Artificial Intelligence (AI) Engineer,400
7,0,Needs Improvement,Database Administrator,0
9,0,Needs Improvement,Database Administrator,0
3,7,can't predict,Data Analyst,233.33
5,8,can't predict,Database Administrator,160
4,6,can't predict,Full Stack Developer,150
10,8,Very Good,Artificial Intelligence (AI) Engineer,80
8,2,Very Poor,Data Analyst,25
6,9,can't predict,Full Stack Developer,150
5,2,Below Average,Data Analyst,40
10,9,Excellent,Database Administrator,90
7,0,Needs Improvement,Database Administrator,0
2,0,Needs Improvement,Data Analyst,0
4,8,can't predict,Artificial Intelligence (AI) Engineer,200
8,9,can't predict,Cybersecurity Analyst,112.5
1,4,can't predict,Artificial Intelligence (AI) Engineer,400
9,1,Extremely Poor,Full Stack Developer,11.11
1,2,can't predict,Artificial Intelligence (AI) Engineer,200
4,2,Average,Data Analyst,50
6,0,Needs Improvement,Artificial Intelligence (AI) Engineer,0
7,10,can't predict,Full Stack Developer,142.86
8,4,Average,Full Stack Developer,50
10,3,Poor,Full Stack Developer,30
4,9,can't predict,Data Analyst,225
3,7,can't predict,Data Analyst,233.33
6,8,can't predict,Artificial Intelligence (AI) Engineer,133.33
10,3,Poor,Database Administrator,30
2,7,can't predict,Full Stack Developer,350
9,3,Poor,Full Stack Developer,33.33
8,0,Needs Improvement,Artificial Intelligence (AI) Engineer,0
4,2,Average,Full Stack Developer,50
2,6,can't predict,Full Stack Developer,300
3,4,can't predict,Database Administrator,133.33
4,7,can't predict,Data Analyst,175
1,6,can't predict,Data Analyst,600
4,4,Excellent,Full Stack Developer,100
6,7,can't predict,Data Analyst,116.67
3,6,can't predict,Data Analyst,200
4,4,Excellent,Full Stack Developer,100
1,3,can't predict,Full Stack Developer,300
5,4,Very Good,Data Analyst,80
2,1,Average,Data Analyst,50
7,4,Average,Data Analyst,57.14
6,8,can't predict,Artificial Intelligence (AI) Engineer,133.33
6,9,can't predict,Full Stack Developer,150
2,2,Excellent,Cybersecurity Analyst,100
1,3,can't predict,Data Analyst,300
8,9,can't predict,Data Analyst,112.5
7,8,can't predict,Cybersecurity Analyst,114.29
2,4,can't predict,Database Administrator,200
5,7,can't predict,Artificial Intelligence (AI) Engineer,140
7,9,can't predict,Artificial Intelligence (AI) Engineer,128.57
9,10,can't predict,Data Analyst,111.11
1,0,Needs Improvement,Database Administrator,0
9,10,can't predict,Database Administrator,111.11
9,8,Very Good,Artificial Intelligence (AI) Engineer,88.89
9,0,Needs Improvement,Data Analyst,0
3,3,Excellent,Data Analyst,100
7,8,can't predict,Full Stack Developer,114.29
2,5,can't predict,Database Administrator,250
3,4,can't predict,Artificial Intelligence (AI) Engineer,133.33
4,7,can't predict,Database Administrator,175
6,2,Poor,Database Administrator,33.33
6,8,can't predict,Database Administrator,133.33
3,2,Above Average,Data Analyst,66.67
2,4,can't predict,Data Analyst,200
7,4,Average,Database Administrator,57.14
5,3,Above Average,Database Administrator,60
7,4,Average,Full Stack Developer,57.14
1,2,can't predict,Cybersecurity Analyst,200
3,5,can't predict,Cybersecurity Analyst,166.67
3,6,can't predict,Database Administrator,200
9,6,Above Average,Data Analyst,66.67
3,5,can't predict,Database Administrator,166.67
1,3,can't predict,Data Analyst,300
9,4,Below Average,Database Administrator,44.44
9,5,Average,Data Analyst,55.56
4,6,can't predict,Data Analyst,150
8,7,Very Good,Cybersecurity Analyst,87.5
6,0,Needs Improvement,Data Analyst,0
3,3,Excellent,Cybersecurity Analyst,100
3,7,can't predict,Artificial Intelligence (AI) Engineer,233.33
6,10,can't predict,Artificial Intelligence (AI) Engineer,166.67
4,0,Needs Improvement,Full Stack Developer,0
8,0,Needs Improvement,Artificial Intelligence (AI) Engineer,0
5,4,Very Good,Full Stack Developer,80
5,7,can't predict,Data Analyst,140
5,2,Below Average,Data Analyst,40
4,3,Good,Cybersecurity Analyst,75
10,0,Needs Improvement,Database Administrator,0
4,2,Average,Cybersecurity Analyst,50
2,7,can't predict,Artificial Intelligence (AI) Engineer,350
9,0,Needs Improvement,Data Analyst,0
8,10,can't predict,Full Stack Developer,125
8,9,can't predict,Full Stack Developer,112.5
3,6,can't predict,Database Administrator,200
8,0,Needs Improvement,Database Administrator,0
7,7,Excellent,Artificial Intelligence (AI) Engineer,100
10,8,Very Good,Artificial Intelligence (AI) Engineer,80
8,10,can't predict,Database Administrator,125
5,4,Very Good,Database Administrator,80
9,1,Extremely Poor,Cybersecurity Analyst,11.11
3,6,can't predict,Data Analyst,200
